NCTId;Sponsor;Place;City/state
NCT06629779;Pfizer;MedPlex Eixo Norte;Porto Alegre
NCT06629779;Pfizer;Hospital Nossa Senhora da Conceição;Porto Alegre
NCT06629779;Pfizer;Fundação Pio XII - Hospital de Câncer de Barretos;Barretos
NCT06629779;Pfizer;CEPHO - Centro de Estudos e Pesquisas de Hematologia e Oncologia;Santo André
NCT06629779;Pfizer;Fundação Faculdade Regional de Medicina de São José do Rio Preto;São José do Rio Preto
NCT06629779;Pfizer;Hospital Alemao Oswaldo Cruz;São Paulo
NCT06629779;Pfizer;IBCC - Núcleo de Pesquisa e Ensino;São Paulo
NCT03377959;Federal University of Rio Grande do Sul;Laboratório de Pesquisa do Exercício;Porto Alegre
NCT01229085;Azidus Brasil;LAL Clinica Pesquisa e Desenvolvimento Ltda.;Valinhos
NCT04161885;AbbVie;Hospital de Clinicas de Porto Alegre /ID# 215042;Porto Alegre
NCT04161885;AbbVie;Hospital Amaral Carvalho - Fundacao Doutor Amaral Carvalho /ID# 215145;Jaú
NCT04161885;AbbVie;Hospital Nove de Julho /ID# 242359;São Paulo
NCT04161885;AbbVie;Hospital das Clinicas da Faculdade de Medicina da Universidade de Sao /ID# 239516;São Paulo
NCT02025491;Hospital Universitário Professor Edgard Santos;HUPES;Salvador
NCT02386280;Federal University of Health Science of Porto Alegre;FUHSPortoAlegre;Porto Alegre
NCT06633679;Linkoeping University;University of São Paulo - Department of Psychology, Faculty of Philosophy, Sciences and Languages of Ribeirão Preto;Ribeirão Preto
NCT01499355;Biogen;Research Site;Cuiabá
NCT01499355;Biogen;Research Site;São Paulo
NCT01347008;Federal University of São Paulo;Systemic Sclerosis Outpatient Clinic, Hospital Sao Paulo, UNIFESP;São Paulo
NCT01575340;Universidade Federal de Santa Catarina;Centro de Pesquisas Oncológicas - CEPON;Florianópolis
NCT04524689;Sanofi;Centro Avancado de Oncologia CECAN - Liga Contra o Cancer Site Number : 0760004;Natal
NCT06891950;Butantan Institute;Centro de Pesquisa 1 (POA01): Hospital São Lucas - PUCRS;Porto Alegre
NCT03343418;Instituto do Coracao;Incor - Heart Institute - University of Sao Paulo;São Paulo
NCT04003688;University of Sao Paulo General Hospital;Hospital das Clínicas - Faculdade de Medicina da Universidade de Sao Paulo;São Paulo
NCT03506386;Takeda;Centro de Hematologia e Oncologia (CEHON);Salvador
NCT03506386;Takeda;Hospital Sao Rafael;Salvador
NCT03506386;Takeda;Hospital das Clinicas da UFG;Goiânia
NCT03506386;Takeda;Hospital das Clinicas da UFMG;Belo Horizonte
NCT03506386;Takeda;Fundacao IMEPEN;Juiz de Fora
NCT03506386;Takeda;Clinica de Tratamento e Pesquisa em Hematologia LTDA.;Cuiabá
NCT03506386;Takeda;Hospital das Clinicas da UFPR;Curitiba
NCT03506386;Takeda;CIONC - Centro Integrado de Oncologia de Curitiba;Curitiba
NCT03506386;Takeda;Universidade Federal do Rio de Janeiro;Rio de Janeiro
NCT03506386;Takeda;Hospital Sao Vicente de Paulo;Passo Fundo
NCT03506386;Takeda;Hospital de Clinicas de Porto Alegre;Porto Alegre
NCT03506386;Takeda;Centro de Pesquisas Oncologicas (CEPON);Florianópolis
NCT03506386;Takeda;Hospital Amaral Carvalho;Jaú
NCT03506386;Takeda;Hospital do Servidor Publico de SP;São Paulo
NCT03506386;Takeda;Clinica Sao Germano;São Paulo
NCT03506386;Takeda;Hospital das Clinicas da FMUSP;São Paulo
NCT03506386;Takeda;Casa de Saude Santa Marcelina;São Paulo
NCT03468673;University Paris 7 - Denis Diderot;Center of treatment HIV/Aids - Brazil;São Paulo
NCT03104374;AbbVie;CIP - Centro Internacional de Pesquisa /ID# 161808;Goiânia
NCT03104374;AbbVie;Faculdade de Medicina do ABC /ID# 163489;Santo André
NCT03104374;AbbVie;Hospital de Clínicas da Universidade Federal de Uberlândia /ID# 161794;Uberlândia
NCT03104374;AbbVie;Hospital de Clinicas de Porto Alegre /ID# 161795;Porto Alegre
NCT03104374;AbbVie;LMK Sevicos Medicos S/S /ID# 161806;Porto Alegre
NCT03104374;AbbVie;Duplicate_Hospital das Clinicas da Faculdade de Medicina de Ribeirao Preto - USP /ID# 163317;Ribeirão Preto
NCT03104374;AbbVie;Hospital das Clinicas da Faculdade de Medicina da Universidade de Sao /ID# 161793;São Paulo
NCT01975103;Federal University of Rio Grande do Sul;Instituto de Oftalmologia Lavinsky;Porto Alegre
NCT02164227;Universidade Federal de Pernambuco;Maternidade Professor Bandeira Filho;Recife
NCT04980586;Hospital de Clinicas de Porto Alegre;Hospital de Clínicas de Porto Alegre (HCPA);Porto Alegre
NCT00338286;Janssen Research & Development, LLC;;Barretos
NCT00338286;Janssen Research & Development, LLC;;Curitiba
NCT00338286;Janssen Research & Development, LLC;;Goiânia/Go
NCT00338286;Janssen Research & Development, LLC;;Ijuí
NCT00338286;Janssen Research & Development, LLC;;Jaú
NCT00338286;Janssen Research & Development, LLC;;Piracicaba
NCT00338286;Janssen Research & Development, LLC;;Porto Alegre
NCT00338286;Janssen Research & Development, LLC;;Ribeirão Preto/Sp
NCT00338286;Janssen Research & Development, LLC;;Santo André
NCT00338286;Janssen Research & Development, LLC;;São José do Rio Preto
NCT00338286;Janssen Research & Development, LLC;;São Paulo
NCT00338286;Janssen Research & Development, LLC;;São Paulol
NCT02431286;Instituto do Cancer do Estado de São Paulo;Angela Maria Sousa;São Paulo
NCT00480870;Associacao Fundo de Incentivo a Psicofarmcologia;Instituto do Sono;São Paulo
NCT00727389;Academia Cearense de Odontologia;Grupo de apoio a prevenção da incapacidade funcional;Fortaleza
NCT01923168;Novartis Pharmaceuticals;Novartis Investigative Site;Goiânia
NCT01923168;Novartis Pharmaceuticals;Novartis Investigative Site;Porto Alegre
NCT01923168;Novartis Pharmaceuticals;Novartis Investigative Site;Ribeirão Preto
NCT01923168;Novartis Pharmaceuticals;Novartis Investigative Site;São Paulo
NCT01923168;Novartis Pharmaceuticals;Novartis Investigative Site;São Paulo
NCT01776424;Bayer;;Goiânia
NCT01776424;Bayer;;Belo Horizonte
NCT01776424;Bayer;;Uberaba
NCT01776424;Bayer;;Uberlândia
NCT01776424;Bayer;;Campina Grande do Sul
NCT01776424;Bayer;;Curitiba
NCT01776424;Bayer;;Canoas
NCT01776424;Bayer;;Pelotas
NCT01776424;Bayer;;Porto Alegre
NCT01776424;Bayer;;Porto Alegre
NCT01776424;Bayer;;Porto Alegre
NCT01776424;Bayer;;Porto Alegre
NCT01776424;Bayer;;Blumenau
NCT01776424;Bayer;;Campinas
NCT01776424;Bayer;;Campinas
NCT01776424;Bayer;;Campinas
NCT01776424;Bayer;;Matão
NCT01776424;Bayer;;São José do Rio Preto
NCT01776424;Bayer;;São José do Rio Preto
NCT01776424;Bayer;;São Paulo
NCT01776424;Bayer;;São Paulo
NCT01776424;Bayer;;Votuporanga
NCT01776424;Bayer;;São Paulo
NCT02056379;Hospital Israelita Albert Einstein;Instituto Israelita de Ensino e Pesquisa Albert Einstein 's (IIEP);São Paulo
NCT03814746;Novartis Pharmaceuticals;Novartis Investigative Site;Salvador
NCT03814746;Novartis Pharmaceuticals;Novartis Investigative Site;Belém
NCT03814746;Novartis Pharmaceuticals;Novartis Investigative Site;Recife
NCT03814746;Novartis Pharmaceuticals;Novartis Investigative Site;Rio de Janeiro
NCT03814746;Novartis Pharmaceuticals;Novartis Investigative Site;Porto Alegre
NCT03814746;Novartis Pharmaceuticals;Novartis Investigative Site;Ribeirão Preto
NCT03814746;Novartis Pharmaceuticals;Novartis Investigative Site;São Paulo
NCT03814746;Novartis Pharmaceuticals;Novartis Investigative Site;São Paulo
NCT03814746;Novartis Pharmaceuticals;Novartis Investigative Site;São Paulo
NCT00930761;Universidade Federal do Rio de Janeiro;UFRJ Maternidade Escola;Rio de Janeiro
NCT02073383;Federal University of São Paulo;Federal University of São Paulo;São Paulo
NCT06120283;BeiGene;Fundacao Pio Xii Hospital de Amor de Barretos;Barretos
NCT06120283;BeiGene;Hospital Sirio Libanes Brasilia;Brasília
NCT06120283;BeiGene;Centro de Pesquisas Oncologicas Cepon;Florianópolis
NCT06120283;BeiGene;Liga Norte Riograndene Contra O Cancer;Natal
NCT06120283;BeiGene;Fundacao Universidade de Caxias Do Sul Instituto de Pesquisas Em Saude;Petrópolis
NCT06120283;BeiGene;Hospital Sao Lucas Da Pucrs Uniao Brasileira de Educacao E Assistencia;Porto Algre
NCT06120283;BeiGene;Instituto Nacional de Cancer;Rio de Janeiro
NCT06120283;BeiGene;Instituto Dor de Pesquisa E Ensino Hospital Sao Rafael;Salvador
NCT06120283;BeiGene;Icesp Instituto Do Cancer Do Estado de Sao Paulo Octavio Frias de Oliveira;São Paulo
NCT06120283;BeiGene;Clinica de Pesquisa E Centro de Estudos Em Oncologia Ginecologica E Mamaria;São Paulo
NCT06120283;BeiGene;Hospital Israelita Albert Einstein;São Paulo
NCT02053610;Hoffmann-La Roche;;Goiânia
NCT02053610;Hoffmann-La Roche;;Belo Horizonte
NCT02053610;Hoffmann-La Roche;;Porto Alegre
NCT02053610;Hoffmann-La Roche;;Santo André
NCT02053610;Hoffmann-La Roche;;São Paulo
NCT01137227;University of Sao Paulo General Hospital;Universidade de São Paulo, School of Medicine;São Paulo
NCT04912869;Hoffmann-La Roche;Hospital Sao Rafael - HSR;Salvador
NCT04912869;Hoffmann-La Roche;Hospital das Clinicas - UFRGS;Porto Alegre
NCT00878735;Hospital Israelita Albert Einstein;Instituto Israelita de Ensino e Pesquisa Albert Einstein;São Paulo
NCT04446117;Exelixis;Exelixis Site #163;Curitiba
NCT04446117;Exelixis;Exelixis Clinical Site #204;Curitiba
NCT04446117;Exelixis;Exelixis Clinical Site #171;Rio de Janeiro
NCT04446117;Exelixis;Exelixis Site #157;Porto Alegre
NCT04446117;Exelixis;Exelixis Clinical Site #132;Blumenau
NCT04446117;Exelixis;Exelixis Clinical Site #191;Campinas
NCT04446117;Exelixis;Exelixis Clinical Site #128;Ribeirão Preto
NCT04446117;Exelixis;Exelixis Clinical Site #106;São José do Rio Preto
NCT04446117;Exelixis;Exelixis Site #161;São Paulo
NCT04446117;Exelixis;Exelixis Clinical Site #154;Barretos
NCT04446117;Exelixis;Exelixis Clinical Site #140;Fortaleza
NCT04446117;Exelixis;Exelixis Clinical Site #153;Porto Alegre
NCT04446117;Exelixis;Exelixis Clinical Site #145;Ribeirão Preto
NCT04446117;Exelixis;Exelixis Clinical Site #116;Santa Cruz do Sul
NCT04558918;Novartis Pharmaceuticals;Novartis Investigative Site;Santo André
NCT04558918;Novartis Pharmaceuticals;Novartis Investigative Site;São Paulo
NCT05605210;Marco Aurélio Vaz, PhD;Exercise Research Laboratory, School of Physical Education, Federal University of Rio Grande do Sul;Porto Alegre
NCT07099859;Vitor Emer Egypto Rosa;Heart Institute of the School of Medicine of the University of São Paulo;São Paulo
NCT02242942;Hoffmann-La Roche;Hospital das Clinicas - UFRGS;Porto Alegre
NCT02242942;Hoffmann-La Roche;Instituto de Ensino e Pesquisa Sao Lucas - IEP;São Paulo
NCT02242942;Hoffmann-La Roche;Hospital das Clinicas - FMUSP;São Paulo
NCT05508243;Herbarium Laboratorio Botanico Ltda;Kosmoscience Ciência e Tecnologia Cosmética Ltda;Campinas
NCT00890825;AstraZeneca;Research Site;Belo Horizonte
NCT00890825;AstraZeneca;Research Site;Ijuí
NCT00890825;AstraZeneca;Research Site;Porto Alegre
NCT00890825;AstraZeneca;Research Site;Rio de Janeiro
NCT00890825;AstraZeneca;Research Site;Santo André
NCT00890825;AstraZeneca;Research Site;São Paulo
NCT00890825;AstraZeneca;Research Site;São Paulo
NCT00890825;AstraZeneca;Research Site;São Paulo
NCT05879289;Farmoquimica S.A.;Medcin Instituto da Pele;Osasco
NCT02387190;Federal University of Bahia;Ana nery Hospital;Salvador
NCT03432390;Instituto Materno Infantil Prof. Fernando Figueira;Hospital das Clínicas de Pernambuco;Recife
NCT02603523;Universidade Estadual Paulista Júlio de Mesquita Filho;UNESP;Presidente Prudente
NCT03293862;University of Sao Paulo General Hospital;Hospital das Clínicas da Faculdade de Medicina da Universidade de São Paulo;São Paulo
NCT05667844;Universidade Federal do Rio de Janeiro;Federal University of Rio de Janeiro;Rio de Janeiro
NCT01539798;Federal University of Mato Grosso;Hospital Universitario Julio Mullar;Cuiabá
NCT01227863;Azidus Brasil;LAL Clinica Pesquisa e Desenvolvimento Ltda;Valinhos
NCT01472263;Hospital Universitário Professor Edgard Santos;Hospital Universitário Professor Edgard Santos;Salvador
NCT00868049;University of Sao Paulo;Medical School of University of São Paulo;São Paulo
NCT00955643;Escola Bahiana de Medicina e Saude Publica;EBMSP Central Clinic;Salvador
NCT04115943;University of Nove de Julho;Nove de Julho University;São Paulo
NCT04875143;University of Pernambuco;Cicero Jonas Rodrigues Benjamim;Juazeiro do Norte
NCT01039376;Novartis Pharmaceuticals;Novartis Investigative Site;Salvador
NCT01039376;Novartis Pharmaceuticals;Novartis Investigative Site;Goiania - GO
NCT01039376;Novartis Pharmaceuticals;Novartis Investigative Site;Porto Alegre
NCT01039376;Novartis Pharmaceuticals;Novartis Investigative Site;Barretos
NCT01039376;Novartis Pharmaceuticals;Novartis Investigative Site;São Paulo
NCT01039376;Novartis Pharmaceuticals;Novartis Investigative Site;São Paulo
NCT01002391;Daniela Francescato Veiga;Hospital das Clínicas Samuel Libânio - UNIVÁS;Pouso Alegre
NCT02654990;pharmaand GmbH;Novartis Investigative Site;Barretos
NCT02654990;pharmaand GmbH;Novartis Investigative Site;São Paulo
NCT02654990;pharmaand GmbH;Novartis Investigative Site;São Paulo
NCT03224897;Universidade Federal de Pernambuco;Applied Neuroscience Laboratory;Recife
NCT03224897;Universidade Federal de Pernambuco;Federal University of Pernambucano;Recife
NCT03225079;Jena University Hospital;Hospital Sirio Libanes;São Paulo
NCT01237158;University of Sao Paulo;Institute of Psychiatry HCFMUSP;São Paulo
NCT03913143;ProQR Therapeutics;INRET Clínica/ Santa Casa de Misericórdia de Belo Horizonte;Belo Horizonte
NCT03913143;ProQR Therapeutics;Federal University of São Paulo - Hospital São Paulo (UNIFESP-HSP);São Paulo
NCT04619797;Hoffmann-La Roche;Crio - Centro Regional Integrado de Oncologia;Fortaleza
NCT04619797;Hoffmann-La Roche;Oncocentro Belo Horizonte;Belo Horizonte
NCT04619797;Hoffmann-La Roche;Oncosite - Centro de Pesquisa Clinica Em Oncologia Ltda;Ijuí
NCT04619797;Hoffmann-La Roche;Hospital das Clinicas - UFRGS;Porto Alegre
NCT04619797;Hoffmann-La Roche;Hospital Nossa Senhora da Conceicao;Porto Alegre
NCT04619797;Hoffmann-La Roche;Hospital de Cancer de Barretos;Barretos
NCT04619797;Hoffmann-La Roche;Instituto do Cancer do Estado de Sao Paulo - ICESP;São Paulo
NCT03615924;AstraZeneca;Research Site;Porto Alegre
NCT03615924;AstraZeneca;Research Site;Rio de Janeiro
NCT03615924;AstraZeneca;Research Site;Salvador
NCT03615924;AstraZeneca;Research Site;São Paulo
NCT03615924;AstraZeneca;Research Site;São Paulo
NCT04202289;Nucleo De Pesquisa E Desenvolvimento De Medicamentos Da Universidade Federal Do Ceara;Burn Treatment Center, Dr. José Frota Institute;Fortaleza
NCT04202289;Nucleo De Pesquisa E Desenvolvimento De Medicamentos Da Universidade Federal Do Ceara;Drug Research and Development Center (NPDM), Federal University of Ceará (UFC);Fortaleza
NCT03106168;University of Sao Paulo;Serviço de Urgência da Faculdade de Odontologia de São Paulo;São Paulo
NCT04339010;University of the State of Santa Catarina;Center for Health and Sport Sciences;Florianópolis
NCT04104490;University of Florida;Universidade Federal de Ciências da Saúde de Porto Alegre;Porto Alegre
NCT00045760;Eli Lilly and Company;For additional information regarding investigative sites for this trial, contact the Clinical Trials Support Center at 1-877-CTLILLY (1-877-285-4559) or speak with your personal physician.;Salvador
NCT00045760;Eli Lilly and Company;For additional information regarding investigative sites for this trial, contact the Clinical Trials Support Center at 1-877-CTLILLY (1-877-285-4559) or speak with your personal physician.;Curitiba
NCT00045760;Eli Lilly and Company;For additional information regarding investigative sites for this trial, contact the Clinical Trials Support Center at 1-877-CTLILLY (1-877-285-4559) or speak with your personal physician.;Porto Alegre
NCT00045760;Eli Lilly and Company;For additional information regarding investigative sites for this trial, contact the Clinical Trials Support Center at 1-877-CTLILLY (1-877-285-4559) or speak with your personal physician.;Rio de Janeiro
NCT00045760;Eli Lilly and Company;For additional information regarding investigative sites for this trial, contact the Clinical Trials Support Center at 1-877-CTLILLY(1-877-285-4559) or speak with your personal physician.;Rio de Janeiro
NCT00045760;Eli Lilly and Company;For additional information regarding investigative sites for this trial, contact the Clinical Trials Support Center at 1-877-CTLILLY (1-877-285-4559) or speak with your personal physician.;Florianópolis
NCT00045760;Eli Lilly and Company;For additional information regarding investigative sites for this trial, contact the Clinical Trials Support Center at 1-877-CTLILLY (1-877-285-4559) or speak with your personal physician.;São Paulo
NCT00045760;Eli Lilly and Company;For additional information regarding investigative sites for this trial, contact the Clinical Trials Support Center at 1-877-CTLILLY(1-877-285-4559) or speak with your personal physician.;São Paulo
NCT00045760;Eli Lilly and Company;For additional information regarding investigative sites for this trial, contact the Clinical Trials Support Center at 1-877-CTLILLY(1-877-285-4559) or speak with your personal physician.;Porto Alegre
NCT01131650;Hospital do Olho Rio Preto;Carlos Eduardo Cury Junior;São José do Rio Preto
NCT04045379;Federal University of São Paulo;Federal University of Sao Paulo - Unifesp;São Paulo
NCT05164133;Hoffmann-La Roche;Santa Casa de Misericordia de Porto Alegre;Porto Alegre
NCT02216643;Hospital de Clinicas de Porto Alegre;Hospital Geral de Fortaleza/SUS;Fortaleza
NCT02216643;Hospital de Clinicas de Porto Alegre;Hospital Estadual Central;Vitória
NCT02216643;Hospital de Clinicas de Porto Alegre;Hospital Geral Roberto Santos;Salvador
NCT02216643;Hospital de Clinicas de Porto Alegre;Hospital de Base do Distrito Federal;Brasília
NCT02216643;Hospital de Clinicas de Porto Alegre;Hospital de Clínicas da Universidade Federal do Paraná;Curitiba
NCT02216643;Hospital de Clinicas de Porto Alegre;Hospital São José do Avaí;Itaperuna
NCT02216643;Hospital de Clinicas de Porto Alegre;Hospital de Clínicas de Porto Alegre;Porto Alegre
NCT02216643;Hospital de Clinicas de Porto Alegre;UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTENCIA, Hospital São Lucas PUCRS;Porto Alegre
NCT02216643;Hospital de Clinicas de Porto Alegre;Hospital Governador Celso Ramos;Florianópolis
NCT02216643;Hospital de Clinicas de Porto Alegre;Clinica Neurologica e Neurocirurgica de Joinville S/S Ltda;Joinville
NCT02216643;Hospital de Clinicas de Porto Alegre;Hospital das Clínicas da Faculdade de Medicina de Botucatu;Botucatu
NCT02216643;Hospital de Clinicas de Porto Alegre;Hospital de Clínicas - UNICAMP;Campinas
